NamaPembeli,KelaminInt,Kelamin,MenikahInt,Menikah,TanggunganInt,Tanggungan,PendidikanInt,Pendidikan,PekerjaanInt,Pekerjaan,PendapatanUtamaInt,PendapatanUtama,PemasukanTambahanInt,PemasukanTambahan,JenisPropertiInt,JenisProperti,NUPInt,NUP,BookingFeeInt,BookingFee,BiayaRumahTanah,UangMuka,PeriodeCicilan,RiwayatPinjamanInt,RiwayatPinjaman,PersetujuanPembelianInt,PersetujuanPembelian
Pembeli 541,0,P,1,Ya,1,1,4,Sarjana,1,Wiraswasta,3,5jt s.d. <10jt,3,5jt s.d. <10jt,2,Tanah,0,Tidak,1,Ya,111000000,36000000,12,1,1,1,ya
Pembeli 542,0,P,0,Tidak,0,0,3,SMA,1,Wiraswasta,6,> 30jt,4,10jt s.d. <20jt,2,Tanah,0,Tidak,1,Ya,101000000,33000000,18,3,2+,1,ya
Pembeli 543,0,P,0,Tidak,1,1,5,PascaSarjana,3,POLRI-TNI,2,1jt s.d. <5jt,1,< 1jt,2,Tanah,1,Ya,1,Ya,115000000,28000000,18,0,0,0,tidak
Pembeli 544,1,L,1,Ya,1,1,3,SMA,5,Buruh Lepas,1,< 1jt,0,0,1,Rumah,0,Tidak,1,Ya,230000000,80000000,18,1,1,0,tidak
Pembeli 545,0,P,1,Ya,0,0,2,SMP,1,Wiraswasta,3,5jt s.d. <10jt,2,1jt s.d. <5jt,2,Tanah,1,Ya,1,Ya,127000000,33000000,18,2,2,1,ya
Pembeli 546,1,L,1,Ya,0,0,1,SD,5,Buruh Lepas,1,< 1jt,0,0,2,Tanah,1,Ya,1,Ya,119000000,43000000,18,3,2+,0,tidak
Pembeli 547,1,L,0,Tidak,0,0,3,SMA,5,Buruh Lepas,1,< 1jt,0,0,2,Tanah,0,Tidak,1,Ya,145000000,12000000,18,2,2,0,tidak
Pembeli 548,1,L,0,Tidak,0,0,3,SMA,2,PNS,3,5jt s.d. <10jt,1,< 1jt,2,Tanah,0,Tidak,1,Ya,135000000,40000000,18,0,0,1,ya
Pembeli 549,0,P,0,Tidak,0,0,2,SMP,5,Buruh Lepas,1,< 1jt,0,0,2,Tanah,1,Ya,1,Ya,149000000,12000000,18,3,2+,0,tidak
Pembeli 550,1,L,1,Ya,0,0,2,SMP,4,Pegawai Swasta,2,1jt s.d. <5jt,2,1jt s.d. <5jt,2,Tanah,1,Ya,1,Ya,121000000,38000000,18,0,0,0,tidak
Pembeli 551,1,L,1,Ya,2,2,1,SD,3,POLRI-TNI,2,1jt s.d. <5jt,1,< 1jt,2,Tanah,1,Ya,1,Ya,101000000,31000000,18,2,2,0,tidak
Pembeli 552,1,L,1,Ya,1,1,5,PascaSarjana,1,Wiraswasta,5,20jt s.d. <30jt,4,10jt s.d. <20jt,2,Tanah,1,Ya,1,Ya,134000000,28000000,18,3,2+,1,ya
Pembeli 553,1,L,1,Ya,1,1,3,SMA,2,PNS,3,5jt s.d. <10jt,1,< 1jt,1,Rumah,1,Ya,1,Ya,223000000,60000000,18,1,1,1,ya
Pembeli 554,1,L,1,Ya,0,0,1,SD,5,Buruh Lepas,1,< 1jt,0,0,1,Rumah,1,Ya,1,Ya,245000000,100000000,18,0,0,0,tidak
Pembeli 555,1,L,1,Ya,0,0,1,SD,1,Wiraswasta,5,20jt s.d. <30jt,3,5jt s.d. <10jt,2,Tanah,0,Tidak,1,Ya,101000000,45000000,12,3,2+,1,ya
Pembeli 556,1,L,1,Ya,1,1,5,PascaSarjana,5,Buruh Lepas,1,< 1jt,0,0,2,Tanah,1,Ya,1,Ya,145000000,27000000,18,3,2+,0,tidak
Pembeli 557,0,P,0,Tidak,0,0,1,SD,5,Buruh Lepas,1,< 1jt,0,0,1,Rumah,0,Tidak,1,Ya,215000000,54000000,18,1,1,0,tidak
Pembeli 558,1,L,1,Ya,4,3+,3,SMA,4,Pegawai Swasta,3,5jt s.d. <10jt,2,1jt s.d. <5jt,2,Tanah,0,Tidak,1,Ya,150000000,31000000,18,2,2,1,ya
Pembeli 559,1,L,1,Ya,0,0,4,Sarjana,3,POLRI-TNI,4,10jt s.d. <20jt,1,< 1jt,2,Tanah,1,Ya,1,Ya,100000000,50000000,18,2,2,1,ya
Pembeli 560,0,P,1,Ya,0,0,1,SD,2,PNS,3,5jt s.d. <10jt,2,1jt s.d. <5jt,2,Tanah,1,Ya,1,Ya,111000000,26000000,18,2,2,1,ya
Pembeli 561,1,L,1,Ya,2,2,3,SMA,4,Pegawai Swasta,3,5jt s.d. <10jt,2,1jt s.d. <5jt,2,Tanah,0,Tidak,1,Ya,150000000,16000000,18,2,2,1,ya
Pembeli 562,0,P,1,Ya,1,1,4,Sarjana,3,POLRI-TNI,3,5jt s.d. <10jt,1,< 1jt,2,Tanah,1,Ya,1,Ya,140000000,16000000,18,1,1,1,ya
Pembeli 563,1,L,1,Ya,0,0,3,SMA,1,Wiraswasta,6,> 30jt,2,1jt s.d. <5jt,2,Tanah,0,Tidak,1,Ya,120000000,17000000,18,2,2,1,ya
Pembeli 564,1,L,0,Tidak,0,0,3,SMA,3,POLRI-TNI,2,1jt s.d. <5jt,2,1jt s.d. <5jt,2,Tanah,1,Ya,1,Ya,106000000,25000000,18,2,2,0,tidak
Pembeli 565,1,L,1,Ya,2,2,4,Sarjana,1,Wiraswasta,3,5jt s.d. <10jt,3,5jt s.d. <10jt,1,Rumah,0,Tidak,1,Ya,236000000,90000000,18,1,1,1,ya
Pembeli 566,1,L,1,Ya,0,0,4,Sarjana,2,PNS,4,10jt s.d. <20jt,3,5jt s.d. <10jt,2,Tanah,1,Ya,1,Ya,106000000,25000000,18,0,0,1,ya
Pembeli 567,1,L,0,Tidak,0,0,4,Sarjana,1,Wiraswasta,6,> 30jt,4,10jt s.d. <20jt,1,Rumah,0,Tidak,1,Ya,232000000,75000000,18,0,0,1,ya
Pembeli 568,1,L,1,Ya,4,3+,5,PascaSarjana,1,Wiraswasta,4,10jt s.d. <20jt,2,1jt s.d. <5jt,2,Tanah,0,Tidak,1,Ya,106000000,37000000,18,3,2+,1,ya
Pembeli 569,0,P,0,Tidak,0,0,2,SMP,2,PNS,2,1jt s.d. <5jt,2,1jt s.d. <5jt,1,Rumah,1,Ya,1,Ya,213000000,84000000,18,3,2+,0,tidak
Pembeli 570,1,L,1,Ya,0,0,3,SMA,4,Pegawai Swasta,3,5jt s.d. <10jt,1,< 1jt,1,Rumah,0,Tidak,1,Ya,232000000,86000000,18,1,1,1,ya
Pembeli 571,1,L,1,Ya,1,1,3,SMA,1,Wiraswasta,4,10jt s.d. <20jt,2,1jt s.d. <5jt,1,Rumah,1,Ya,1,Ya,233000000,54000000,18,1,1,1,ya
Pembeli 572,1,L,1,Ya,2,2,5,PascaSarjana,1,Wiraswasta,5,20jt s.d. <30jt,2,1jt s.d. <5jt,1,Rumah,1,Ya,1,Ya,225000000,69000000,18,0,0,1,ya
Pembeli 573,1,L,1,Ya,2,2,3,SMA,4,Pegawai Swasta,2,1jt s.d. <5jt,2,1jt s.d. <5jt,1,Rumah,0,Tidak,1,Ya,237000000,65000000,18,0,0,0,tidak
Pembeli 574,1,L,1,Ya,2,2,3,SMA,5,Buruh Lepas,1,< 1jt,0,0,2,Tanah,1,Ya,1,Ya,145000000,16000000,24,0,0,0,tidak
Pembeli 575,1,L,1,Ya,4,3+,3,SMA,1,Wiraswasta,3,5jt s.d. <10jt,2,1jt s.d. <5jt,2,Tanah,0,Tidak,1,Ya,149000000,50000000,18,2,2,1,ya
Pembeli 576,1,L,1,Ya,2,2,1,SD,4,Pegawai Swasta,2,1jt s.d. <5jt,2,1jt s.d. <5jt,1,Rumah,1,Ya,1,Ya,204000000,95000000,12,0,0,0,tidak
Pembeli 577,0,P,1,Ya,0,0,5,PascaSarjana,1,Wiraswasta,3,5jt s.d. <10jt,4,10jt s.d. <20jt,2,Tanah,0,Tidak,1,Ya,114000000,16000000,18,3,2+,1,ya
Pembeli 578,1,L,0,Tidak,0,0,5,PascaSarjana,4,Pegawai Swasta,2,1jt s.d. <5jt,1,< 1jt,1,Rumah,0,Tidak,1,Ya,208000000,59000000,18,2,2,1,ya
Pembeli 579,1,L,1,Ya,1,1,1,SD,1,Wiraswasta,4,10jt s.d. <20jt,4,10jt s.d. <20jt,2,Tanah,1,Ya,1,Ya,130000000,27000000,18,2,2,1,ya
Pembeli 580,1,L,0,Tidak,0,0,5,PascaSarjana,2,PNS,3,5jt s.d. <10jt,1,< 1jt,1,Rumah,0,Tidak,1,Ya,203000000,76000000,18,2,2,1,ya
Pembeli 581,1,L,1,Ya,2,2,4,Sarjana,2,PNS,4,10jt s.d. <20jt,3,5jt s.d. <10jt,2,Tanah,0,Tidak,1,Ya,145000000,44000000,18,2,2,1,ya
Pembeli 582,1,L,0,Tidak,0,0,3,SMA,5,Buruh Lepas,1,< 1jt,0,0,1,Rumah,1,Ya,1,Ya,228000000,93000000,18,2,2,0,tidak
Pembeli 583,0,P,1,Ya,0,0,4,Sarjana,3,POLRI-TNI,4,10jt s.d. <20jt,1,< 1jt,2,Tanah,0,Tidak,1,Ya,138000000,31000000,18,1,1,1,ya
Pembeli 584,1,L,1,Ya,1,1,2,SMP,3,POLRI-TNI,2,1jt s.d. <5jt,1,< 1jt,2,Tanah,1,Ya,1,Ya,147000000,17000000,18,1,1,0,tidak
Pembeli 585,1,L,1,Ya,1,1,2,SMP,4,Pegawai Swasta,2,1jt s.d. <5jt,1,< 1jt,2,Tanah,1,Ya,1,Ya,150000000,40000000,18,3,2+,0,tidak
Pembeli 586,1,L,1,Ya,1,1,2,SMP,4,Pegawai Swasta,3,5jt s.d. <10jt,2,1jt s.d. <5jt,2,Tanah,1,Ya,1,Ya,142000000,47000000,12,0,0,0,tidak
Pembeli 587,1,L,1,Ya,0,0,3,SMA,3,POLRI-TNI,4,10jt s.d. <20jt,3,5jt s.d. <10jt,1,Rumah,1,Ya,1,Ya,207000000,58000000,18,2,2,1,ya
Pembeli 588,0,P,0,Tidak,0,0,2,SMP,1,Wiraswasta,3,5jt s.d. <10jt,2,1jt s.d. <5jt,2,Tanah,0,Tidak,1,Ya,118000000,27000000,18,3,2+,1,ya
Pembeli 589,0,P,0,Tidak,0,0,5,PascaSarjana,2,PNS,3,5jt s.d. <10jt,1,< 1jt,2,Tanah,0,Tidak,1,Ya,102000000,43000000,18,2,2,1,ya
Pembeli 590,1,L,1,Ya,2,2,2,SMP,5,Buruh Lepas,1,< 1jt,0,0,2,Tanah,1,Ya,1,Ya,134000000,14000000,18,2,2,0,tidak
Pembeli 591,1,L,1,Ya,0,0,1,SD,1,Wiraswasta,3,5jt s.d. <10jt,3,5jt s.d. <10jt,2,Tanah,0,Tidak,1,Ya,116000000,13000000,12,2,2,1,ya
Pembeli 592,1,L,1,Ya,2,2,4,Sarjana,1,Wiraswasta,3,5jt s.d. <10jt,2,1jt s.d. <5jt,2,Tanah,0,Tidak,1,Ya,144000000,14000000,12,2,2,1,ya
Pembeli 593,0,P,0,Tidak,0,0,1,SD,1,Wiraswasta,3,5jt s.d. <10jt,2,1jt s.d. <5jt,2,Tanah,1,Ya,1,Ya,127000000,36000000,18,3,2+,1,ya
Pembeli 594,1,L,1,Ya,0,0,1,SD,1,Wiraswasta,6,> 30jt,2,1jt s.d. <5jt,2,Tanah,0,Tidak,1,Ya,129000000,48000000,12,1,1,1,ya
Pembeli 595,1,L,1,Ya,0,0,4,Sarjana,1,Wiraswasta,4,10jt s.d. <20jt,3,5jt s.d. <10jt,1,Rumah,0,Tidak,1,Ya,181000000,73000000,18,1,1,1,ya
Pembeli 596,1,L,0,Tidak,0,0,1,SD,3,POLRI-TNI,2,1jt s.d. <5jt,1,< 1jt,2,Tanah,1,Ya,1,Ya,143000000,17000000,18,3,2+,0,tidak
Pembeli 597,1,L,1,Ya,2,2,5,PascaSarjana,5,Buruh Lepas,1,< 1jt,0,0,2,Tanah,1,Ya,1,Ya,122000000,35000000,18,3,2+,0,tidak
Pembeli 598,1,L,0,Tidak,0,0,2,SMP,4,Pegawai Swasta,3,5jt s.d. <10jt,1,< 1jt,2,Tanah,1,Ya,1,Ya,112000000,40000000,18,1,1,1,ya
Pembeli 599,1,L,1,Ya,0,0,3,SMA,3,POLRI-TNI,4,10jt s.d. <20jt,3,5jt s.d. <10jt,2,Tanah,0,Tidak,1,Ya,127000000,21000000,18,3,2+,1,ya
Pembeli 600,1,L,1,Ya,2,2,1,SD,2,PNS,3,5jt s.d. <10jt,1,< 1jt,1,Rumah,1,Ya,1,Ya,224000000,72000000,18,1,1,1,ya
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"record ""ya""","record ""ya""",0,358
,,,,,,,,,,,,,,,,,,,,,,,,"record ""tidak""","record ""tidak""",0,242
